Year,Year,Week,Away Team,Away Team,Home Team
2016,2016,15,CLE,CLE,BUF
2016,2016,15,PHI,PHI,BAL
2016,2016,15,TEN,TEN,KC
2016,2016,15,DET,DET,NYG
2016,2016,15,IND,IND,MIN
2016,2016,15,PIT,PIT,CIN
2016,2016,15,NO,NO,ARI
2016,2016,15,SF,SF,ATL
2016,2016,15,NE,NE,DEN
2016,2016,15,OAK,OAK,LAC
2016,2016,15,TB,TB,DAL
2016,2016,15,CAR,CAR,WAS
2016,2016,16,NYG,NYG,PHI
2016,2016,16,MIA,MIA,BUF
2016,2016,16,TB,TB,NO
2016,2016,16,NYJ,NYJ,NE
2016,2016,16,TEN,TEN,JAX
2016,2016,16,MIN,MIN,GB
2016,2016,16,LAC,LAC,CLE
2016,2016,16,WAS,WAS,CHI
2016,2016,16,ATL,ATL,CAR
2016,2016,16,IND,IND,OAK
2016,2016,16,ARI,ARI,SEA
2016,2016,16,SF,SF,LAR
2016,2016,16,CIN,CIN,HOU
2016,2016,16,BAL,BAL,PIT
2016,2016,16,DEN,DEN,KC
2016,2016,16,DET,DET,DAL
2016,2016,17,CLE,CLE,PIT
2016,2016,17,BAL,BAL,CIN
2016,2016,17,HOU,HOU,TEN
2016,2016,17,CAR,CAR,TB
2016,2016,17,JAX,JAX,IND
2016,2016,17,NE,NE,MIA
2016,2016,17,CHI,CHI,MIN
2016,2016,17,BUF,BUF,NYJ
2016,2016,17,DAL,DAL,PHI
2016,2016,17,ARI,ARI,LAR
2016,2016,17,OAK,OAK,DEN
2016,2016,17,KC,KC,LAC
2016,2016,17,SEA,SEA,SF
2016,2016,17,NO,NO,ATL
2016,2016,17,NYG,NYG,WAS
2016,2016,17,GB,GB,DET
2017,2017,1,KC,KC,NE
2017,2017,1,NYJ,NYJ,BUF
2017,2017,1,PHI,PHI,WAS
2017,2017,1,OAK,OAK,TEN
2017,2017,1,JAX,JAX,HOU
2017,2017,1,ARI,ARI,DET
2017,2017,1,ATL,ATL,CHI
2017,2017,1,BAL,BAL,CIN
2017,2017,1,PIT,PIT,CLE
2017,2017,1,IND,IND,LAR
2017,2017,1,SEA,SEA,GB
2017,2017,1,CAR,CAR,SF
2017,2017,1,NYG,NYG,DAL
2017,2017,1,NO,NO,MIN
2017,2017,1,LAC,LAC,DEN
2017,2017,2,HOU,HOU,CIN
2017,2017,2,CLE,CLE,BAL
2017,2017,2,CHI,CHI,TB
2017,2017,2,MIN,MIN,PIT
2017,2017,2,NE,NE,NO
2017,2017,2,PHI,PHI,KC
2017,2017,2,TEN,TEN,JAX
2017,2017,2,ARI,ARI,IND
2017,2017,2,BUF,BUF,CAR
2017,2017,2,NYJ,NYJ,OAK
2017,2017,2,MIA,MIA,LAC
2017,2017,2,SF,SF,SEA
2017,2017,2,WAS,WAS,LAR
2017,2017,2,DAL,DAL,DEN
2017,2017,2,GB,GB,ATL
2017,2017,2,DET,DET,NYG
2017,2017,3,LAR,LAR,SF
2017,2017,3,BAL,BAL,JAX
2017,2017,3,CLE,CLE,IND
2017,2017,3,NYG,NYG,PHI
2017,2017,3,MIA,MIA,NYJ
2017,2017,3,DEN,DEN,BUF
2017,2017,3,NO,NO,CAR
2017,2017,3,PIT,PIT,CHI
2017,2017,3,ATL,ATL,DET
2017,2017,3,TB,TB,MIN
2017,2017,3,HOU,HOU,NE
2017,2017,3,SEA,SEA,TEN
2017,2017,3,CIN,CIN,GB
2017,2017,3,KC,KC,LAC
2017,2017,3,OAK,OAK,WAS
2017,2017,3,DAL,DAL,ARI
2017,2017,4,CHI,CHI,GB
2017,2017,4,NO,NO,MIA
2017,2017,4,TEN,TEN,HOU
2017,2017,4,JAX,JAX,NYJ
2017,2017,4,CAR,CAR,NE
2017,2017,4,DET,DET,MIN
2017,2017,4,BUF,BUF,ATL
2017,2017,4,PIT,PIT,BAL
2017,2017,4,CIN,CIN,CLE
2017,2017,4,LAR,LAR,DAL
2017,2017,4,PHI,PHI,LAC
2017,2017,4,NYG,NYG,TB
2017,2017,4,SF,SF,ARI
2017,2017,4,OAK,OAK,DEN
2017,2017,4,IND,IND,SEA
2017,2017,4,WAS,WAS,KC
2017,2017,5,NE,NE,TB
2017,2017,5,NYJ,NYJ,CLE
2017,2017,5,CAR,CAR,DET
2017,2017,5,SF,SF,IND
2017,2017,5,TEN,TEN,MIA
2017,2017,5,BUF,BUF,CIN
2017,2017,5,LAC,LAC,NYG
2017,2017,5,JAX,JAX,PIT
2017,2017,5,ARI,ARI,PHI
2017,2017,5,SEA,SEA,LAR
2017,2017,5,BAL,BAL,OAK
2017,2017,5,GB,GB,DAL
2017,2017,5,KC,KC,HOU
2017,2017,5,MIN,MIN,CHI
2017,2017,6,PHI,PHI,CAR
2017,2017,6,CHI,CHI,BAL
2017,2017,6,CLE,CLE,HOU
2017,2017,6,GB,GB,MIN
2017,2017,6,DET,DET,NO
2017,2017,6,MIA,MIA,ATL
2017,2017,6,NE,NE,NYJ
2017,2017,6,SF,SF,WAS
2017,2017,6,TB,TB,ARI
2017,2017,6,LAR,LAR,JAX
2017,2017,6,PIT,PIT,KC
2017,2017,6,LAC,LAC,OAK
2017,2017,6,NYG,NYG,DEN
2017,2017,6,IND,IND,TEN
2017,2017,7,KC,KC,OAK
2017,2017,7,TB,TB,BUF
2017,2017,7,CIN,CIN,PIT
2017,2017,7,BAL,BAL,MIN
2017,2017,7,NYJ,NYJ,MIA
2017,2017,7,ARI,ARI,LAR
2017,2017,7,CAR,CAR,CHI
2017,2017,7,TEN,TEN,CLE
2017,2017,7,NO,NO,GB
2017,2017,7,JAX,JAX,IND
2017,2017,7,DAL,DAL,SF
2017,2017,7,SEA,SEA,NYG
2017,2017,7,DEN,DEN,LAC
2017,2017,7,ATL,ATL,NE
2017,2017,7,WAS,WAS,PHI
2017,2017,8,MIA,MIA,BAL
2017,2017,8,MIN,MIN,CLE
2017,2017,8,ATL,ATL,NYJ
2017,2017,8,CAR,CAR,TB
2017,2017,8,SF,SF,PHI
2017,2017,8,CHI,CHI,NO
2017,2017,8,LAC,LAC,NE
2017,2017,8,OAK,OAK,BUF
2017,2017,8,IND,IND,CIN
2017,2017,8,HOU,HOU,SEA
2017,2017,8,DAL,DAL,WAS
2017,2017,8,PIT,PIT,DET
2017,2017,8,DEN,DEN,KC
2017,2017,9,BUF,BUF,NYJ
2017,2017,9,IND,IND,HOU
2017,2017,9,CIN,CIN,JAX
2017,2017,9,TB,TB,NO
2017,2017,9,LAR,LAR,NYG
2017,2017,9,ATL,ATL,CAR
2017,2017,9,DEN,DEN,PHI
2017,2017,9,BAL,BAL,TEN
2017,2017,9,ARI,ARI,SF
2017,2017,9,WAS,WAS,SEA
2017,2017,9,KC,KC,DAL
2017,2017,9,OAK,OAK,MIA
2017,2017,9,DET,DET,GB
2017,2017,10,SEA,SEA,ARI
2017,2017,10,GB,GB,CHI
2017,2017,10,CLE,CLE,DET
2017,2017,10,PIT,PIT,IND
2017,2017,10,LAC,LAC,JAX
2017,2017,10,NO,NO,BUF
2017,2017,10,NYJ,NYJ,TB
2017,2017,10,MIN,MIN,WAS
2017,2017,10,CIN,CIN,TEN
2017,2017,10,HOU,HOU,LAR
2017,2017,10,DAL,DAL,ATL
2017,2017,10,NYG,NYG,SF
2017,2017,10,NE,NE,DEN
2017,2017,10,MIA,MIA,CAR
2017,2017,11,TEN,TEN,PIT
2017,2017,11,TB,TB,MIA
2017,2017,11,JAX,JAX,CLE
2017,2017,11,BAL,BAL,GB
2017,2017,11,ARI,ARI,HOU
2017,2017,11,LAR,LAR,MIN
2017,2017,11,DET,DET,CHI
2017,2017,11,WAS,WAS,NO
2017,2017,11,KC,KC,NYG
2017,2017,11,BUF,BUF,LAC
2017,2017,11,CIN,CIN,DEN
2017,2017,11,NE,NE,OAK
2017,2017,11,PHI,PHI,DAL
2017,2017,11,ATL,ATL,SEA
2017,2017,12,MIN,MIN,DET
2017,2017,12,LAC,LAC,DAL
2017,2017,12,NYG,NYG,WAS
2017,2017,12,BUF,BUF,KC
2017,2017,12,TEN,TEN,IND
2017,2017,12,CLE,CLE,CIN
2017,2017,12,TB,TB,ATL
2017,2017,12,MIA,MIA,NE
2017,2017,12,CHI,CHI,PHI
2017,2017,12,CAR,CAR,NYJ
2017,2017,12,SEA,SEA,SF
2017,2017,12,NO,NO,LAR
2017,2017,12,JAX,JAX,ARI
2017,2017,12,DEN,DEN,OAK
2017,2017,12,GB,GB,PIT
2017,2017,12,HOU,HOU,BAL
2017,2017,13,WAS,WAS,DAL
2017,2017,13,MIN,MIN,ATL
2017,2017,13,HOU,HOU,TEN
2017,2017,13,KC,KC,NYJ
2017,2017,13,DEN,DEN,MIA
2017,2017,13,DET,DET,BAL
2017,2017,13,NE,NE,BUF
2017,2017,13,SF,SF,CHI
2017,2017,13,TB,TB,GB
2017,2017,13,IND,IND,JAX
2017,2017,13,CLE,CLE,LAC
2017,2017,13,CAR,CAR,NO
2017,2017,13,NYG,NYG,OAK
2017,2017,13,LAR,LAR,ARI
2017,2017,13,PHI,PHI,SEA
2017,2017,13,PIT,PIT,CIN
2017,2017,14,NO,NO,ATL
2017,2017,14,IND,IND,BUF
2017,2017,14,DET,DET,TB
2017,2017,14,OAK,OAK,KC
2017,2017,14,SEA,SEA,JAX
2017,2017,14,SF,SF,HOU
2017,2017,14,GB,GB,CLE
2017,2017,14,CHI,CHI,CIN
2017,2017,14,MIN,MIN,CAR
2017,2017,14,WAS,WAS,LAC
2017,2017,14,NYJ,NYJ,DEN
2017,2017,14,TEN,TEN,ARI
2017,2017,14,DAL,DAL,NYG
2017,2017,14,PHI,PHI,LAR
2017,2017,14,BAL,BAL,PIT
2017,2017,14,NE,NE,MIA
2017,2017,15,DEN,DEN,IND
2017,2017,15,CHI,CHI,DET
2017,2017,15,LAC,LAC,KC
2017,2017,15,HOU,HOU,JAX
2017,2017,15,BAL,BAL,CLE
2017,2017,15,GB,GB,CAR
2017,2017,15,MIA,MIA,BUF
2017,2017,15,CIN,CIN,MIN
2017,2017,15,ARI,ARI,WAS
2017,2017,15,PHI,PHI,NYG
2017,2017,15,NYJ,NYJ,NO
2017,2017,15,LAR,LAR,SEA
2017,2017,15,TEN,TEN,SF
2017,2017,15,NE,NE,PIT
2017,2017,15,DAL,DAL,OAK
2017,2017,15,ATL,ATL,TB
2017,2017,16,IND,IND,BAL
2017,2017,16,MIN,MIN,GB
2017,2017,16,DET,DET,CIN
2017,2017,16,MIA,MIA,KC
2017,2017,16,BUF,BUF,NE
2017,2017,16,CLE,CLE,CHI
2017,2017,16,TB,TB,CAR
2017,2017,16,ATL,ATL,NO
2017,2017,16,DEN,DEN,WAS
2017,2017,16,LAR,LAR,TEN
2017,2017,16,LAC,LAC,NYJ
2017,2017,16,JAX,JAX,SF
2017,2017,16,SEA,SEA,DAL
2017,2017,16,NYG,NYG,ARI
2017,2017,16,PIT,PIT,HOU
2017,2017,16,OAK,OAK,PHI
2017,2017,17,CLE,CLE,PIT
2017,2017,17,GB,GB,DET
2017,2017,17,HOU,HOU,IND
2017,2017,17,CHI,CHI,MIN
2017,2017,17,NYJ,NYJ,NE
2017,2017,17,WAS,WAS,NYG
2017,2017,17,DAL,DAL,PHI
2017,2017,17,CAR,CAR,ATL
2017,2017,17,CIN,CIN,BAL
2017,2017,17,JAX,JAX,TEN
2017,2017,17,NO,NO,TB
2017,2017,17,BUF,BUF,MIA
2017,2017,17,OAK,OAK,LAC
2017,2017,17,KC,KC,DEN
2017,2017,17,SF,SF,LAR
2017,2017,17,ARI,ARI,SEA
2018,2018,1,ATL,ATL,PHI
2018,2018,1,BUF,BUF,BAL
2018,2018,1,JAX,JAX,NYG
2018,2018,1,TB,TB,NO
2018,2018,1,HOU,HOU,NE
2018,2018,1,SF,SF,MIN
2018,2018,1,TEN,TEN,MIA
2018,2018,1,CIN,CIN,IND
2018,2018,1,PIT,PIT,CLE
2018,2018,1,KC,KC,LAC
2018,2018,1,SEA,SEA,DEN
2018,2018,1,DAL,DAL,CAR
2018,2018,1,WAS,WAS,ARI
2018,2018,1,CHI,CHI,GB
2018,2018,1,NYJ,NYJ,DET
2018,2018,1,LAR,LAR,OAK
2018,2018,2,BAL,BAL,CIN
2018,2018,2,CAR,CAR,ATL
2018,2018,2,IND,IND,WAS
2018,2018,2,HOU,HOU,TEN
2018,2018,2,PHI,PHI,TB
2018,2018,2,KC,KC,PIT
2018,2018,2,MIA,MIA,NYJ
2018,2018,2,LAC,LAC,BUF
2018,2018,2,MIN,MIN,GB
2018,2018,2,CLE,CLE,NO
2018,2018,2,DET,DET,SF
2018,2018,2,ARI,ARI,LAR
2018,2018,2,NE,NE,JAX
2018,2018,2,OAK,OAK,DEN
2018,2018,2,NYG,NYG,DAL
2018,2018,2,SEA,SEA,CHI
2018,2018,3,NYJ,NYJ,CLE
2018,2018,3,NO,NO,ATL
2018,2018,3,GB,GB,WAS
2018,2018,3,IND,IND,PHI
2018,2018,3,BUF,BUF,MIN
2018,2018,3,OAK,OAK,MIA
2018,2018,3,DEN,DEN,BAL
2018,2018,3,CIN,CIN,CAR
2018,2018,3,NYG,NYG,HOU
2018,2018,3,TEN,TEN,JAX
2018,2018,3,SF,SF,KC
2018,2018,3,LAC,LAC,LAR
2018,2018,3,DAL,DAL,SEA
2018,2018,3,CHI,CHI,ARI
2018,2018,3,NE,NE,DET
2018,2018,3,PIT,PIT,TB
2018,2018,4,MIN,MIN,LAR
2018,2018,4,NYJ,NYJ,JAX
2018,2018,4,MIA,MIA,NE
2018,2018,4,PHI,PHI,TEN
2018,2018,4,HOU,HOU,IND
2018,2018,4,BUF,BUF,GB
2018,2018,4,DET,DET,DAL
2018,2018,4,TB,TB,CHI
2018,2018,4,CIN,CIN,ATL
2018,2018,4,SEA,SEA,ARI
2018,2018,4,CLE,CLE,OAK
2018,2018,4,NO,NO,NYG
2018,2018,4,SF,SF,LAC
2018,2018,4,BAL,BAL,PIT
2018,2018,4,KC,KC,DEN
2018,2018,5,IND,IND,NE
2018,2018,5,TEN,TEN,BUF
2018,2018,5,ATL,ATL,PIT
2018,2018,5,DEN,DEN,NYJ
2018,2018,5,JAX,JAX,KC
2018,2018,5,GB,GB,DET
2018,2018,5,BAL,BAL,CLE
2018,2018,5,NYG,NYG,CAR
2018,2018,5,MIA,MIA,CIN
2018,2018,5,OAK,OAK,LAC
2018,2018,5,ARI,ARI,SF
2018,2018,5,MIN,MIN,PHI
2018,2018,5,LAR,LAR,SEA
2018,2018,5,DAL,DAL,HOU
2018,2018,5,WAS,WAS,NO
2018,2018,6,PHI,PHI,NYG
2018,2018,6,TB,TB,ATL
2018,2018,6,CAR,CAR,WAS
2018,2018,6,IND,IND,NYJ
2018,2018,6,ARI,ARI,MIN
2018,2018,6,PIT,PIT,CIN
2018,2018,6,LAC,LAC,CLE
2018,2018,6,BUF,BUF,HOU
2018,2018,6,CHI,CHI,MIA
2018,2018,6,SEA,SEA,OAK
2018,2018,6,LAR,LAR,DEN
2018,2018,6,BAL,BAL,TEN
2018,2018,6,JAX,JAX,DAL
2018,2018,6,KC,KC,NE
2018,2018,6,SF,SF,GB
2018,2018,7,DEN,DEN,ARI
2018,2018,7,TEN,TEN,LAC
2018,2018,7,CLE,CLE,TB
2018,2018,7,CAR,CAR,PHI
2018,2018,7,MIN,MIN,NYJ
2018,2018,7,DET,DET,MIA
2018,2018,7,NE,NE,CHI
2018,2018,7,BUF,BUF,IND
2018,2018,7,HOU,HOU,JAX
2018,2018,7,NO,NO,BAL
2018,2018,7,DAL,DAL,WAS
2018,2018,7,LAR,LAR,SF
2018,2018,7,CIN,CIN,KC
2018,2018,7,NYG,NYG,ATL
2018,2018,8,MIA,MIA,HOU
2018,2018,8,PHI,PHI,JAX
2018,2018,8,DEN,DEN,KC
2018,2018,8,CLE,CLE,PIT
2018,2018,8,WAS,WAS,NYG
2018,2018,8,SEA,SEA,DET
2018,2018,8,TB,TB,CIN
2018,2018,8,NYJ,NYJ,CHI
2018,2018,8,BAL,BAL,CAR
2018,2018,8,IND,IND,OAK
2018,2018,8,SF,SF,ARI
2018,2018,8,GB,GB,LAR
2018,2018,8,NO,NO,MIN
2018,2018,8,NE,NE,BUF
2018,2018,9,OAK,OAK,SF
2018,2018,9,CHI,CHI,BUF
2018,2018,9,TB,TB,CAR
2018,2018,9,KC,KC,CLE
2018,2018,9,NYJ,NYJ,MIA
2018,2018,9,PIT,PIT,BAL
2018,2018,9,DET,DET,MIN
2018,2018,9,ATL,ATL,WAS
2018,2018,9,HOU,HOU,DEN
2018,2018,9,LAC,LAC,SEA
2018,2018,9,LAR,LAR,NO
2018,2018,9,GB,GB,NE
2018,2018,9,TEN,TEN,DAL
2018,2018,10,CAR,CAR,PIT
2018,2018,10,NO,NO,CIN
2018,2018,10,ATL,ATL,CLE
2018,2018,10,MIA,MIA,GB
2018,2018,10,JAX,JAX,IND
2018,2018,10,DET,DET,CHI
2018,2018,10,ARI,ARI,KC
2018,2018,10,NE,NE,TEN
2018,2018,10,WAS,WAS,TB
2018,2018,10,BUF,BUF,NYJ
2018,2018,10,LAC,LAC,OAK
2018,2018,10,SEA,SEA,LAR
2018,2018,10,DAL,DAL,PHI
2018,2018,10,NYG,NYG,SF
2018,2018,11,GB,GB,SEA
2018,2018,11,CIN,CIN,BAL
2018,2018,11,CAR,CAR,DET
2018,2018,11,TEN,TEN,IND
2018,2018,11,DAL,DAL,ATL
2018,2018,11,TB,TB,NYG
2018,2018,11,HOU,HOU,WAS
2018,2018,11,PIT,PIT,JAX
2018,2018,11,DEN,DEN,LAC
2018,2018,11,OAK,OAK,ARI
2018,2018,11,PHI,PHI,NO
2018,2018,11,MIN,MIN,CHI
2018,2018,11,KC,KC,LAR
2018,2018,12,CHI,CHI,DET
2018,2018,12,WAS,WAS,DAL
2018,2018,12,ATL,ATL,NO
2018,2018,12,CLE,CLE,CIN
2018,2018,12,SEA,SEA,CAR
2018,2018,12,JAX,JAX,BUF
2018,2018,12,OAK,OAK,BAL
2018,2018,12,MIA,MIA,IND
2018,2018,12,SF,SF,TB
2018,2018,12,NYG,NYG,PHI
2018,2018,12,NE,NE,NYJ
2018,2018,12,ARI,ARI,LAC
2018,2018,12,PIT,PIT,DEN
2018,2018,12,GB,GB,MIN
2018,2018,12,TEN,TEN,HOU
2018,2018,13,NO,NO,DAL
2018,2018,13,BAL,BAL,ATL
2018,2018,13,CAR,CAR,TB
2018,2018,13,CHI,CHI,NYG
2018,2018,13,BUF,BUF,MIA
2018,2018,13,DEN,DEN,CIN
2018,2018,13,LAR,LAR,DET
2018,2018,13,ARI,ARI,GB
2018,2018,13,CLE,CLE,HOU
2018,2018,13,IND,IND,JAX
2018,2018,13,NYJ,NYJ,TEN
2018,2018,13,KC,KC,OAK
2018,2018,13,MIN,MIN,NE
2018,2018,13,SF,SF,SEA
2018,2018,13,LAC,LAC,PIT
2018,2018,13,WAS,WAS,PHI
2018,2018,14,JAX,JAX,TEN
2018,2018,14,NYJ,NYJ,BUF
2018,2018,14,NYG,NYG,WAS
2018,2018,14,NO,NO,TB
2018,2018,14,NE,NE,MIA
2018,2018,14,BAL,BAL,KC
2018,2018,14,IND,IND,HOU
2018,2018,14,LAR,LAR,CHI
2018,2018,14,CAR,CAR,CLE
2018,2018,14,ATL,ATL,GB
2018,2018,14,DEN,DEN,SF
2018,2018,14,CIN,CIN,LAC
2018,2018,14,PHI,PHI,DAL
2018,2018,14,DET,DET,ARI
2018,2018,14,PIT,PIT,OAK
2018,2018,14,MIN,MIN,SEA
2018,2018,15,LAC,LAC,KC
2018,2018,15,CLE,CLE,DEN
2018,2018,15,HOU,HOU,NYJ
2018,2018,15,GB,GB,CHI
2018,2018,15,DET,DET,BUF
2018,2018,15,TB,TB,BAL
2018,2018,15,ARI,ARI,ATL
2018,2018,15,OAK,OAK,CIN
2018,2018,15,TEN,TEN,NYG
2018,2018,15,MIA,MIA,MIN
2018,2018,15,WAS,WAS,JAX
2018,2018,15,DAL,DAL,IND
2018,2018,15,SEA,SEA,SF
2018,2018,15,NE,NE,PIT
2018,2018,15,PHI,PHI,LAR
2018,2018,15,NO,NO,CAR
2018,2018,16,WAS,WAS,TEN
2018,2018,16,BAL,BAL,LAC
2018,2018,16,NYG,NYG,IND
2018,2018,16,HOU,HOU,PHI
2018,2018,16,JAX,JAX,MIA
2018,2018,16,GB,GB,NYJ
2018,2018,16,CIN,CIN,CLE
2018,2018,16,TB,TB,DAL
2018,2018,16,MIN,MIN,DET
2018,2018,16,BUF,BUF,NE
2018,2018,16,ATL,ATL,CAR
2018,2018,16,CHI,CHI,SF
2018,2018,16,LAR,LAR,ARI
2018,2018,16,PIT,PIT,NO
2018,2018,16,KC,KC,SEA
2018,2018,16,DEN,DEN,OAK
2018,2018,17,MIA,MIA,BUF
2018,2018,17,DET,DET,GB
2018,2018,17,JAX,JAX,HOU
2018,2018,17,NYJ,NYJ,NE
2018,2018,17,CAR,CAR,NO
2018,2018,17,DAL,DAL,NYG
2018,2018,17,ATL,ATL,TB
2018,2018,17,CLE,CLE,BAL
2018,2018,17,PHI,PHI,WAS
2018,2018,17,OAK,OAK,KC
2018,2018,17,CHI,CHI,MIN
2018,2018,17,CIN,CIN,PIT
2018,2018,17,LAC,LAC,DEN
2018,2018,17,SF,SF,LAR
2018,2018,17,ARI,ARI,SEA
2018,2018,17,IND,IND,TEN
2019,2019,1,GB,GB,CHI
2019,2019,1,LAR,LAR,CAR
2019,2019,1,WAS,WAS,PHI
2019,2019,1,BUF,BUF,NYJ
2019,2019,1,ATL,ATL,MIN
2019,2019,1,BAL,BAL,MIA
2019,2019,1,KC,KC,JAX
2019,2019,1,TEN,TEN,CLE
2019,2019,1,IND,IND,LAC
2019,2019,1,CIN,CIN,SEA
2019,2019,1,SF,SF,TB
2019,2019,1,NYG,NYG,DAL
2019,2019,1,DET,DET,ARI
2019,2019,1,PIT,PIT,NE
2019,2019,1,HOU,HOU,NO
2019,2019,1,DEN,DEN,OAK
2019,2019,2,TB,TB,CAR
2019,2019,2,ARI,ARI,BAL
2019,2019,2,DAL,DAL,WAS
2019,2019,2,IND,IND,TEN
2019,2019,2,SEA,SEA,PIT
2019,2019,2,BUF,BUF,NYG
2019,2019,2,SF,SF,CIN
2019,2019,2,LAC,LAC,DET
2019,2019,2,MIN,MIN,GB
2019,2019,2,JAX,JAX,HOU
2019,2019,2,NE,NE,MIA
2019,2019,2,KC,KC,OAK
2019,2019,2,NO,NO,LAR
2019,2019,2,CHI,CHI,DEN
2019,2019,2,PHI,PHI,ATL
2019,2019,2,CLE,CLE,NYJ
2019,2019,3,TEN,TEN,JAX
2019,2019,3,CIN,CIN,BUF
2019,2019,3,DET,DET,PHI
2019,2019,3,NYJ,NYJ,NE
2019,2019,3,OAK,OAK,MIN
2019,2019,3,BAL,BAL,KC
2019,2019,3,ATL,ATL,IND
2019,2019,3,DEN,DEN,GB
2019,2019,3,MIA,MIA,DAL
2019,2019,3,NYG,NYG,TB
2019,2019,3,CAR,CAR,ARI
2019,2019,3,PIT,PIT,SF
2019,2019,3,NO,NO,SEA
2019,2019,3,HOU,HOU,LAC
2019,2019,3,LAR,LAR,CLE
2019,2019,3,CHI,CHI,WAS
2019,2019,4,PHI,PHI,GB
2019,2019,4,TEN,TEN,ATL
2019,2019,4,WAS,WAS,NYG
2019,2019,4,LAC,LAC,MIA
2019,2019,4,OAK,OAK,IND
2019,2019,4,CAR,CAR,HOU
2019,2019,4,KC,KC,DET
2019,2019,4,CLE,CLE,BAL
2019,2019,4,NE,NE,BUF
2019,2019,4,TB,TB,LAR
2019,2019,4,SEA,SEA,ARI
2019,2019,4,MIN,MIN,CHI
2019,2019,4,JAX,JAX,DEN
2019,2019,4,DAL,DAL,NO
2019,2019,4,CIN,CIN,PIT
2019,2019,5,LAR,LAR,SEA
2019,2019,5,JAX,JAX,CAR
2019,2019,5,NE,NE,WAS
2019,2019,5,BUF,BUF,TEN
2019,2019,5,BAL,BAL,PIT
2019,2019,5,ARI,ARI,CIN
2019,2019,5,ATL,ATL,HOU
2019,2019,5,TB,TB,NO
2019,2019,5,MIN,MIN,NYG
2019,2019,5,CHI,CHI,OAK
2019,2019,5,NYJ,NYJ,PHI
2019,2019,5,DEN,DEN,LAC
2019,2019,5,GB,GB,DAL
2019,2019,5,IND,IND,KC
2019,2019,5,CLE,CLE,SF
2019,2019,6,NYG,NYG,NE
2019,2019,6,WAS,WAS,MIA
2019,2019,6,PHI,PHI,MIN
2019,2019,6,HOU,HOU,KC
2019,2019,6,NO,NO,JAX
2019,2019,6,SEA,SEA,CLE
2019,2019,6,CIN,CIN,BAL
2019,2019,6,SF,SF,LAR
2019,2019,6,ATL,ATL,ARI
2019,2019,6,DAL,DAL,NYJ
2019,2019,6,TEN,TEN,DEN
2019,2019,6,PIT,PIT,LAC
2019,2019,6,CAR,CAR,TB
2019,2019,6,DET,DET,GB
2019,2019,7,KC,KC,DEN
2019,2019,7,MIA,MIA,BUF
2019,2019,7,JAX,JAX,CIN
2019,2019,7,MIN,MIN,DET
2019,2019,7,OAK,OAK,GB
2019,2019,7,LAR,LAR,ATL
2019,2019,7,HOU,HOU,IND
2019,2019,7,SF,SF,WAS
2019,2019,7,ARI,ARI,NYG
2019,2019,7,LAC,LAC,TEN
2019,2019,7,NO,NO,CHI
2019,2019,7,BAL,BAL,SEA
2019,2019,7,PHI,PHI,DAL
2019,2019,7,NE,NE,NYJ
2019,2019,8,WAS,WAS,MIN
2019,2019,8,SEA,SEA,ATL
2019,2019,8,TB,TB,TEN
2019,2019,8,ARI,ARI,NO
2019,2019,8,CIN,CIN,LAR
2019,2019,8,NYJ,NYJ,JAX
2019,2019,8,PHI,PHI,BUF
2019,2019,8,LAC,LAC,CHI
2019,2019,8,NYG,NYG,DET
2019,2019,8,OAK,OAK,HOU
2019,2019,8,CAR,CAR,SF
2019,2019,8,CLE,CLE,NE
2019,2019,8,DEN,DEN,IND
2019,2019,8,GB,GB,KC
2019,2019,8,MIA,MIA,PIT
2019,2019,9,SF,SF,ARI
2019,2019,9,HOU,HOU,JAX
2019,2019,9,CHI,CHI,PHI
2019,2019,9,IND,IND,PIT
2019,2019,9,NYJ,NYJ,MIA
2019,2019,9,MIN,MIN,KC
2019,2019,9,TEN,TEN,CAR
2019,2019,9,WAS,WAS,BUF
2019,2019,9,TB,TB,SEA
2019,2019,9,DET,DET,OAK
2019,2019,9,GB,GB,LAC
2019,2019,9,CLE,CLE,DEN
2019,2019,9,NE,NE,BAL
2019,2019,9,DAL,DAL,NYG
2019,2019,10,LAC,LAC,OAK
2019,2019,10,BAL,BAL,CIN
2019,2019,10,BUF,BUF,CLE
2019,2019,10,ATL,ATL,NO
2019,2019,10,DET,DET,CHI
2019,2019,10,NYG,NYG,NYJ
2019,2019,10,KC,KC,TEN
2019,2019,10,ARI,ARI,TB
