11/18/18,IND,TEN,10,38,2018
11/26/18,HOU,TEN,17,34,2018
12/02/18,TEN,NYJ,26,22,2018
12/06/18,TEN,JAX,30,9,2018
09/30/18,TEN,PHI,26,23,2018
10/07/18,BUF,TEN,12,13,2018
12/22/18,TEN,WAS,25,16,2018
12/30/18,TEN,IND,17,33,2018
12/03/18,PHI,WAS,13,28,2018
12/16/18,JAX,WAS,16,13,2018
12/30/18,WAS,PHI,0,24,2018
09/09/18,ARI,WAS,24,6,2018
12/22/18,TEN,WAS,16,25,2018
09/16/18,WAS,IND,9,21,2018
12/09/18,WAS,NYG,16,40,2018
